[0.039s] Invoking command in '/home/adm-vsp-dv/urdf_update/urdf/build/m_2025643_001_description': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/opt/ros/rolling DEBUGINFOD_URLS=https://debuginfod.ubuntu.com /usr/bin/cmake /home/adm-vsp-dv/urdf_update/urdf/component_models-main/std_components/m_2025643_001/m_2025643_001_description -DAMENT_CMAKE_SYMLINK_INSTALL=1 -DCMAKE_INSTALL_PREFIX=/home/adm-vsp-dv/urdf_update/urdf/install/m_2025643_001_description
[0.186s] -- The C compiler identification is GNU 13.2.0
[0.314s] -- The CXX compiler identification is GNU 13.2.0
[0.350s] -- Detecting C compiler ABI info
[0.529s] -- Detecting C compiler ABI info - done
[0.554s] -- Check for working C compiler: /usr/bin/cc - skipped
[0.554s] -- Detecting C compile features
[0.554s] -- Detecting C compile features - done
[0.574s] -- Detecting CXX compiler ABI info
[0.779s] -- Detecting CXX compiler ABI info - done
[0.799s] -- Check for working CXX compiler: /usr/bin/c++ - skipped
[0.801s] -- Detecting CXX compile features
[0.801s] -- Detecting CXX compile features - done
[0.805s] -- Found ament_cmake: 2.7.0 (/opt/ros/rolling/share/ament_cmake/cmake)
[1.154s] -- Found Python3: /usr/bin/python3 (found version "3.12.3") found components: Interpreter 
[1.344s] -- Override CMake install command with custom implementation using symlinks instead of copying resources
[1.621s] -- Configuring done (1.6s)
[1.627s] -- Generating done (0.0s)
[1.640s] -- Build files have been written to: /home/adm-vsp-dv/urdf_update/urdf/build/m_2025643_001_description
[1.661s] Invoked command in '/home/adm-vsp-dv/urdf_update/urdf/build/m_2025643_001_description' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/opt/ros/rolling DEBUGINFOD_URLS=https://debuginfod.ubuntu.com /usr/bin/cmake /home/adm-vsp-dv/urdf_update/urdf/component_models-main/std_components/m_2025643_001/m_2025643_001_description -DAMENT_CMAKE_SYMLINK_INSTALL=1 -DCMAKE_INSTALL_PREFIX=/home/adm-vsp-dv/urdf_update/urdf/install/m_2025643_001_description
[1.662s] Invoking command in '/home/adm-vsp-dv/urdf_update/urdf/build/m_2025643_001_description': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/opt/ros/rolling DEBUGINFOD_URLS=https://debuginfod.ubuntu.com /usr/bin/cmake --build /home/adm-vsp-dv/urdf_update/urdf/build/m_2025643_001_description -- -j8 -l8
[1.739s] Invoked command in '/home/adm-vsp-dv/urdf_update/urdf/build/m_2025643_001_description' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/opt/ros/rolling DEBUGINFOD_URLS=https://debuginfod.ubuntu.com /usr/bin/cmake --build /home/adm-vsp-dv/urdf_update/urdf/build/m_2025643_001_description -- -j8 -l8
[1.785s] Invoking command in '/home/adm-vsp-dv/urdf_update/urdf/build/m_2025643_001_description': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/opt/ros/rolling DEBUGINFOD_URLS=https://debuginfod.ubuntu.com /usr/bin/cmake --install /home/adm-vsp-dv/urdf_update/urdf/build/m_2025643_001_description
[1.800s] -- Install configuration: ""
[1.800s] -- Execute custom install script
[1.800s] -- Symlinking: /home/adm-vsp-dv/urdf_update/urdf/install/m_2025643_001_description/share/m_2025643_001_description/config/joint_names_m_2025643_001.yaml
[1.814s] -- Symlinking: /home/adm-vsp-dv/urdf_update/urdf/install/m_2025643_001_description/share/m_2025643_001_description/launch/display.launch
[1.830s] -- Symlinking: /home/adm-vsp-dv/urdf_update/urdf/install/m_2025643_001_description/share/m_2025643_001_description/launch/gazebo.launch
[1.847s] -- Symlinking: /home/adm-vsp-dv/urdf_update/urdf/install/m_2025643_001_description/share/m_2025643_001_description/meshes/base_link.STL
[1.864s] -- Symlinking: /home/adm-vsp-dv/urdf_update/urdf/install/m_2025643_001_description/share/m_2025643_001_description/meshes/finger_left_link.STL
[1.885s] -- Symlinking: /home/adm-vsp-dv/urdf_update/urdf/install/m_2025643_001_description/share/m_2025643_001_description/meshes/gripper_left_link.STL
[1.901s] -- Symlinking: /home/adm-vsp-dv/urdf_update/urdf/install/m_2025643_001_description/share/m_2025643_001_description/meshes/link_1.STL
[1.915s] -- Symlinking: /home/adm-vsp-dv/urdf_update/urdf/install/m_2025643_001_description/share/m_2025643_001_description/meshes/link_2.STL
[1.930s] -- Symlinking: /home/adm-vsp-dv/urdf_update/urdf/install/m_2025643_001_description/share/m_2025643_001_description/urdf/m_2025643_001.csv
[1.948s] -- Symlinking: /home/adm-vsp-dv/urdf_update/urdf/install/m_2025643_001_description/share/m_2025643_001_description/urdf/m_2025643_001.urdf
[1.962s] -- Symlinking: /home/adm-vsp-dv/urdf_update/urdf/install/m_2025643_001_description/share/m_2025643_001_description/urdf/m_2025643_001.urdf.xacro
[1.975s] -- Symlinking: /home/adm-vsp-dv/urdf_update/urdf/install/m_2025643_001_description/share/ament_index/resource_index/package_run_dependencies/m_2025643_001_description
[1.990s] -- Symlinking: /home/adm-vsp-dv/urdf_update/urdf/install/m_2025643_001_description/share/ament_index/resource_index/parent_prefix_path/m_2025643_001_description
[2.016s] -- Symlinking: /home/adm-vsp-dv/urdf_update/urdf/install/m_2025643_001_description/share/m_2025643_001_description/environment/ament_prefix_path.sh
[2.034s] -- Symlinking: /home/adm-vsp-dv/urdf_update/urdf/install/m_2025643_001_description/share/m_2025643_001_description/environment/ament_prefix_path.dsv
[2.052s] -- Symlinking: /home/adm-vsp-dv/urdf_update/urdf/install/m_2025643_001_description/share/m_2025643_001_description/environment/path.sh
[2.066s] -- Symlinking: /home/adm-vsp-dv/urdf_update/urdf/install/m_2025643_001_description/share/m_2025643_001_description/environment/path.dsv
[2.080s] -- Symlinking: /home/adm-vsp-dv/urdf_update/urdf/install/m_2025643_001_description/share/m_2025643_001_description/local_setup.bash
[2.095s] -- Symlinking: /home/adm-vsp-dv/urdf_update/urdf/install/m_2025643_001_description/share/m_2025643_001_description/local_setup.sh
[2.110s] -- Symlinking: /home/adm-vsp-dv/urdf_update/urdf/install/m_2025643_001_description/share/m_2025643_001_description/local_setup.zsh
[2.128s] -- Symlinking: /home/adm-vsp-dv/urdf_update/urdf/install/m_2025643_001_description/share/m_2025643_001_description/local_setup.dsv
